IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime
9236432,La Brea (Brighton) Anch., Trinidad & Tobago,"03/07, 17:28",Point Fortin, Trinidad & Tobago,"03/10, 11:48"
9236432,Point Fortin, Trinidad & Tobago,"03/10, 11:48",Cartagena Anch., Spain,"03/24, 06:28"
9236432,Cartagena Anch., Spain,"03/24, 06:28",Escombreras, Spain,"04/01, 17:04"
9236432,Escombreras, Spain,"04/01, 17:04",Savannah, United States (USA),"04/12, 21:59"
9238038,Dampier Anch., Australia,"02/21, 11:22",Withnell Bay, Australia,"02/27, 22:23"
9238038,Withnell Bay, Australia,"02/27, 22:23",Sakai, Japan,"03/14, 04:05"
9238038,Sakai, Japan,"03/14, 04:05",Withnell Bay, Australia,"03/24, 03:07"
9238038,Withnell Bay, Australia,"03/24, 03:07",Nagoya, Japan,"04/06, 02:13"
9238038,Nagoya, Japan,"04/06, 02:13",Singapore Anch. 1, Singapore,"04/14, 16:23"
9238040,Port Arthur Anch., United States (USA),"02/20, 00:22",Sabine, United States (USA),"02/21, 01:52"
9238040,Sabine, United States (USA),"02/21, 01:52",Altamira, Mexico,"02/24, 15:57"
9238040,Altamira, Mexico,"02/24, 15:57",Port Arthur Anch., United States (USA),"03/03, 14:31"
9238040,Port Arthur Anch., United States (USA),"03/03, 14:31",Aruba Anch., Aruba,"04/07, 11:48"
9241267,Yung An, Taiwan,"03/02, 01:06",Singapore Anch. 1, Singapore,"03/08, 01:51"
9241267,Singapore Anch. 1, Singapore,"03/08, 01:51",Bonny, Nigeria,"04/20, 17:16"
9243148,As Suways (Suez) Anch., Egypt,"02/13, 07:23",Port Said Anch., Egypt,"02/21, 16:36"
9243148,Port Said Anch., Egypt,"02/21, 16:36",Singapore Anch. 1, Singapore,"03/25, 06:26"
9243148,Singapore Anch. 1, Singapore,"03/25, 06:26",Maojia, China,"04/13, 05:03"
9245031,Hongqiao, China,"02/18, 07:47",Kisarazu, Japan,"03/05, 23:43"
9245031,Kisarazu, Japan,"03/05, 23:43",Hongqiao, China,"03/20, 07:34"
9245031,Hongqiao, China,"03/20, 07:34",Dapeng Anch., China,"04/02, 08:29"
9245031,Dapeng Anch., China,"04/02, 08:29",Mab Tapud, Thailand,"04/16, 23:45"
9245031,Mab Tapud, Thailand,"04/16, 23:45","Bintulu,Sarawak", Malaysia,"04/21, 03:59"
9245720,Prigorodnoye, Russia,"02/22, 23:36",Hitachi, Japan,"02/27, 00:28"
9245720,Hitachi, Japan,"02/27, 00:28",Yokohama, Japan,"03/10, 03:29"
9245720,Yokohama, Japan,"03/10, 03:29",Hitachi, Japan,"03/23, 00:29"
9245720,Hitachi, Japan,"03/23, 00:29",Yokohama, Japan,"04/09, 01:54"
9245720,Yokohama, Japan,"04/09, 01:54",Hitachi, Japan,"04/24, 00:33"
9246578,Sabine, United States (USA),"02/18, 21:39",Port Arthur Anch., United States (USA),"03/10, 00:36"
9246578,Port Arthur Anch., United States (USA),"03/10, 00:36",Sabine, United States (USA),"03/18, 14:06"
9246578,Sabine, United States (USA),"03/18, 14:06",Golar Freeze FSRU Term., Jamaica,"04/01, 11:35"
9246578,Golar Freeze FSRU Term., Jamaica,"04/01, 11:35",Port Arthur Anch., United States (USA),"04/10, 19:39"
9246578,Port Arthur Anch., United States (USA),"04/10, 19:39",Sabine, United States (USA),"04/14, 21:06"
9247194,Incheon, Korea,"02/18, 23:46",Ras Laffan, Qatar,"03/06, 19:56"
9247194,Ras Laffan, Qatar,"03/06, 19:56",Pyeongtaek, Korea,"03/23, 01:27"
9247194,Pyeongtaek, Korea,"03/23, 01:27",Ras Laffan, Qatar,"04/08, 11:35"
9247194,Ras Laffan, Qatar,"04/08, 11:35",Incheon, Korea,"04/25, 03:53"
9247364,Ras Laffan, Qatar,"03/03, 22:50",Ras Laffan Anch., Qatar,"03/04, 22:29"
9247364,Ras Laffan Anch., Qatar,"03/04, 22:29",Port Qasim, Pakistan,"03/18, 07:17"
9247364,Port Qasim, Pakistan,"03/18, 07:17",Singapore Anch. 1, Singapore,"03/31, 03:26"
9247364,Singapore Anch. 1, Singapore,"03/31, 03:26",Bontang, Indonesia,"04/10, 08:32"
9247364,Bontang, Indonesia,"04/10, 08:32",Taichung, Taiwan,"04/18, 21:35"
9247962,Incheon, Korea,"02/24, 01:29",Wheatstone LNG Term., Australia,"03/12, 02:07"
9247962,Wheatstone LNG Term., Australia,"03/12, 02:07",Kawasaki, Japan,"03/25, 03:01"
9247962,Kawasaki, Japan,"03/25, 03:01",Wheatstone LNG Term., Australia,"04/10, 23:22"
9248502,"Bintulu,Sarawak", Malaysia,"02/20, 02:08",Souma, Japan,"02/28, 00:37"
9248502,Souma, Japan,"02/28, 00:37",Niigata, Japan,"03/15, 05:05"
9248502,Niigata, Japan,"03/15, 05:05",Hongqiao, China,"03/29, 03:58"
9248502,Hongqiao, China,"03/29, 03:58","Bintulu,Sarawak", Malaysia,"04/11, 04:22"
9248502,"Bintulu,Sarawak", Malaysia,"04/11, 04:22",Dapeng, China,"04/16, 05:11"
9250191,Anegasaki, Japan,"02/21, 06:25",Singapore Anch. 1, Singapore,"03/04, 08:45"
9250191,Singapore Anch. 1, Singapore,"03/04, 08:45",Singapore Anch. 1, Singapore,"04/07, 00:17"
9250191,Singapore Anch. 1, Singapore,"04/07, 00:17",Darwin, Australia,"04/15, 22:41"
9250713,Dahej, India,"03/14, 22:49",Ras Laffan, Qatar,"03/19, 01:00"
9250713,Ras Laffan, Qatar,"03/19, 01:00",Dahej, India,"03/25, 13:51"
9250713,Dahej, India,"03/25, 13:51",Dahej, India,"04/05, 10:23"
9250713,Dahej, India,"04/05, 10:23",Ras Laffan, Qatar,"04/09, 21:05"
9250713,Ras Laffan, Qatar,"04/09, 21:05",Dahej, India,"04/13, 23:00"
9250713,Dahej, India,"04/13, 23:00",Ras Laffan, Qatar,"04/18, 05:35"
9250713,Ras Laffan, Qatar,"04/18, 05:35",Dahej, India,"04/22, 05:49"
9250725,Sungai Linggi, Malaysia,"03/03, 05:23",Singapore Anch. 1, Singapore,"03/16, 02:41"
9250725,Singapore Anch. 1, Singapore,"03/16, 02:41","Bintulu,Sarawak", Malaysia,"03/21, 09:14"
9250725,"Bintulu,Sarawak", Malaysia,"03/21, 09:14",Yokohama, Japan,"03/29, 02:01"
9250725,Yokohama, Japan,"03/29, 02:01",Sungai Linggi, Malaysia,"04/11, 02:19"
9253105,Singapore, Singapore,"02/21, 22:35",Singapore Anch. 1, Singapore,"03/13, 15:40"
9253105,Singapore Anch. 1, Singapore,"03/13, 15:40",Soyo, Angola,"04/17, 07:34"
9253222,Guayanilla, Puerto Rico,"03/02, 11:30",Guayanilla, Puerto Rico,"03/12, 11:50"
9253222,Guayanilla, Puerto Rico,"03/12, 11:50",Point Fortin, Trinidad & Tobago,"03/16, 09:08"
9253222,Point Fortin, Trinidad & Tobago,"03/16, 09:08",Experience FPSO, Brazil,"03/26, 12:07"
9253222,Experience FPSO, Brazil,"03/26, 12:07",La Brea (Brighton) Anch., Trinidad & Tobago,"04/06, 15:16"
9253222,La Brea (Brighton) Anch., Trinidad & Tobago,"04/06, 15:16",Point Fortin, Trinidad & Tobago,"04/19, 10:22"
9253703,Ras Laffan, Qatar,"03/25, 20:53",Dahej, India,"03/30, 17:33"
9253703,Dahej, India,"03/30, 17:33",Ras Laffan Anch., Qatar,"04/03, 21:23"
9253703,Ras Laffan Anch., Qatar,"04/03, 21:23",Ras Laffan, Qatar,"04/05, 19:18"
9253703,Ras Laffan, Qatar,"04/05, 19:18",Dahej, India,"04/09, 20:55"
9253703,Dahej, India,"04/09, 20:55",Ras Laffan, Qatar,"04/14, 07:10"
9253703,Ras Laffan, Qatar,"04/14, 07:10",Dahej, India,"04/18, 13:25"
9253715,Pisco Anch., Peru,"02/27, 15:29",Pampa Melchorita, Peru,"02/28, 20:03"
9253715,Pampa Melchorita, Peru,"02/28, 20:03",Rotterdam Maasvlakte, Netherlands,"03/29, 07:22"
9253715,Rotterdam Maasvlakte, Netherlands,"03/29, 07:22",Corpus Christi Anch., United States (USA),"04/21, 16:27"
9255854,Port Said Anch., Egypt,"03/13, 12:05",Ras Laffan, Qatar,"03/21, 17:44"
9255854,Ras Laffan, Qatar,"03/21, 17:44",Ras Laffan Anch., Qatar,"03/23, 04:26"
9255854,Ras Laffan Anch., Qatar,"03/23, 04:26",As Suways (Suez) Anch., Egypt,"04/03, 09:11"
9255854,As Suways (Suez) Anch., Egypt,"04/03, 09:11",As Suways (Suez) Anch., Egypt,"04/03, 23:35"
9255854,As Suways (Suez) Anch., Egypt,"04/03, 23:35",Livorno Anch., Italy,"04/14, 07:12"
9255854,Livorno Anch., Italy,"04/14, 07:12",FSRU Toscana Term., Italy,"04/15, 05:19"
9255854,FSRU Toscana Term., Italy,"04/15, 05:19",Livorno Anch., Italy,"04/16, 03:07"
9255854,Livorno Anch., Italy,"04/16, 03:07",Port Said Anch., Egypt,"04/20, 10:26"
9256200,Ras Laffan, Qatar,"03/04, 09:15",As Suways (Suez) Anch., Egypt,"03/14, 12:48"
9256200,As Suways (Suez) Anch., Egypt,"03/14, 12:48",Chioggia Anch., Italy,"03/21, 15:44"
9256200,Chioggia Anch., Italy,"03/21, 15:44",Adriatic LNG LNG Term., Italy,"03/22, 09:17"
9256200,Adriatic LNG LNG Term., Italy,"03/22, 09:17",Ras Laffan Anch., Qatar,"04/09, 07:32"
9256597,Arzew Anch., Algeria,"04/01, 08:25",Arzew, Algeria,"04/01, 15:08"
9256597,Arzew, Algeria,"04/01, 15:08",Cartagena Anch., Spain,"04/02, 23:24"
9256597,Cartagena Anch., Spain,"04/02, 23:24",Marmara Ereglisi, Turkey,"04/07, 16:12"
9256597,Marmara Ereglisi, Turkey,"04/07, 16:12",Arzew, Algeria,"04/13, 11:28"
9256597,Arzew, Algeria,"04/13, 11:28",Marmara Ereglisi, Turkey,"04/18, 14:39"
9256602,Singapore Anch. 1, Singapore,"03/09, 23:20",Singapore, Singapore,"03/13, 23:36"
9256602,Singapore, Singapore,"03/13, 23:36",Singapore Anch. 1, Singapore,"03/27, 01:17"
9256602,Singapore Anch. 1, Singapore,"03/27, 01:17","Pasir Gudang,Johor Anch.", Malaysia,"03/29, 03:57"
9256602,"Pasir Gudang,Johor Anch.", Malaysia,"03/29, 03:57","Pasir Gudang,Johor Anch.", Malaysia,"04/06, 21:40"
9256793,Shikama, Japan,"03/02, 22:36",Panama Canal Anch. Pacific, Panama,"03/31, 06:17"
9256793,Panama Canal Anch. Pacific, Panama,"03/31, 06:17",Gatun Anch., Panama,"03/31, 15:29"
9256793,Gatun Anch., Panama,"03/31, 15:29",Point Fortin, Trinidad & Tobago,"04/05, 10:47"
9259276,Dahej, India,"03/05, 21:19",As Suways (Suez) Anch., Egypt,"03/14, 15:30"
9259276,As Suways (Suez) Anch., Egypt,"03/14, 15:30",Sabine, United States (USA),"04/02, 11:31"
9259276,Sabine, United States (USA),"04/02, 11:31",Marsaxlokk, Malta,"04/20, 05:13"
9260603,Takamatsu Anch., Japan,"04/04, 21:54",Takamatsu, Japan,"04/04, 23:09"
9260603,Takamatsu, Japan,"04/04, 23:09",Takamatsu Anch., Japan,"04/05, 04:12"
9260603,Takamatsu Anch., Japan,"04/05, 04:12",Shikama, Japan,"04/08, 00:05"
9260603,Shikama, Japan,"04/08, 00:05",Tokushima, Japan,"04/09, 22:37"
9260603,Tokushima, Japan,"04/09, 22:37",Shikama, Japan,"04/14, 05:54"
9260603,Shikama, Japan,"04/14, 05:54",Tokushima, Japan,"04/14, 22:34"
9260603,Tokushima, Japan,"04/14, 22:34",Shikama, Japan,"04/16, 23:33"
9260603,Shikama, Japan,"04/16, 23:33",Matsuyama, Japan,"04/19, 00:27"
9261205,Incheon, Korea,"02/21, 03:17",Shikama, Japan,"04/01, 02:48"
9261205,Shikama, Japan,"04/01, 02:48","Bintulu,Sarawak", Malaysia,"04/12, 23:36"
9261205,"Bintulu,Sarawak", Malaysia,"04/12, 23:36",Gwangyang, Korea,"04/18, 23:49"
9262209,Marmara Ereglisi, Turkey,"02/12, 04:48",Bonny, Nigeria,"03/06, 06:14"
9262209,Bonny, Nigeria,"03/06, 06:14",Montoir, France,"03/19, 17:17"
9262209,Montoir, France,"03/19, 17:17",Santa Cruz de Tenerife Anch., Spain,"03/25, 09:37"
9262209,Santa Cruz de Tenerife Anch., Spain,"03/25, 09:37",Bonny, Nigeria,"04/05, 18:38"
9262209,Bonny, Nigeria,"04/05, 18:38",Huelva, Spain,"04/18, 04:09"
9262209,Huelva, Spain,"04/18, 04:09",Santa Cruz de Tenerife Anch., Spain,"04/21, 08:53"
9262211,Bonny, Nigeria,"02/18, 04:12",Montoir, France,"03/02, 16:42"
9262211,Montoir, France,"03/02, 16:42",Bonny, Nigeria,"03/20, 17:05"
9262211,Bonny, Nigeria,"03/20, 17:05",Escombreras, Spain,"04/02, 19:37"
9262211,Escombreras, Spain,"04/02, 19:37",Santa Cruz de Tenerife Anch., Spain,"04/06, 10:26"
9262211,Santa Cruz de Tenerife Anch., Spain,"04/06, 10:26",Bonny, Nigeria,"04/17, 04:52"
9262223,Jebel Ali Anch., United Arab Emirates (UAE),"03/09, 16:30",Jebel Ali Anch., United Arab Emirates (UAE),"03/12, 14:40"
9262223,Jebel Ali Anch., United Arab Emirates (UAE),"03/12, 14:40",Bonny, Nigeria,"04/22, 23:01"
9262235,Marmara Ereglisi, Turkey,"02/15, 04:18",Bonny, Nigeria,"03/07, 20:54"
9262235,Bonny, Nigeria,"03/07, 20:54",Huelva, Spain,"03/19, 03:55"
9262235,Huelva, Spain,"03/19, 03:55",Bonny, Nigeria,"04/01, 16:29"
9262235,Bonny, Nigeria,"04/01, 16:29",Sines, Portugal,"04/12, 11:38"
9264910,Darwin, Australia,"02/18, 21:14",Sakai, Japan,"03/01, 02:37"
9264910,Sakai, Japan,"03/01, 02:37",Darwin, Australia,"03/18, 22:54"
9264910,Darwin, Australia,"03/18, 22:54",Yung An, Taiwan,"03/30, 23:45"
9264910,Yung An, Taiwan,"03/30, 23:45",Darwin, Australia,"04/10, 20:47"
9264910,Darwin, Australia,"04/10, 20:47",Kawasaki, Japan,"04/20, 02:57"
9265500,Darwin, Australia,"02/27, 20:11",Ishikariwan Shinko, Japan,"03/12, 00:35"
9265500,Ishikariwan Shinko, Japan,"03/12, 00:35",Dampier Anch., Australia,"03/26, 05:37"
9265500,Dampier Anch., Australia,"03/26, 05:37",Withnell Bay, Australia,"03/27, 22:53"
9265500,Withnell Bay, Australia,"03/27, 22:53",Shikama, Japan,"04/08, 02:16"
9265500,Shikama, Japan,"04/08, 02:16",Darwin, Australia,"04/18, 23:01"
9266982,Bonny, Nigeria,"03/08, 22:36",Yung An, Taiwan,"04/03, 00:13"
9266994,Yung An, Taiwan,"02/16, 00:54",Bonny, Nigeria,"03/14, 14:57"
9266994,Bonny, Nigeria,"03/14, 14:57",Barcelona, Spain,"03/25, 08:24"
9266994,Barcelona, Spain,"03/25, 08:24",Bonny, Nigeria,"04/09, 09:20"
9266994,Bonny, Nigeria,"04/09, 09:20",Montoir, France,"04/20, 07:13"
9267015,Bonny, Nigeria,"03/02, 01:17",Mab Tapud Anch., Thailand,"03/24, 11:55"
9267015,Mab Tapud Anch., Thailand,"03/24, 11:55",Mab Tapud, Thailand,"03/24, 23:45"
9267015,Mab Tapud, Thailand,"03/24, 23:45",Mab Tapud Anch., Thailand,"03/26, 04:50"
9267015,Mab Tapud Anch., Thailand,"03/26, 04:50","Pasir Gudang,Johor", Malaysia,"04/03, 02:04"
9269180,Withnell Bay, Australia,"02/25, 00:22",Yung An, Taiwan,"03/06, 00:29"
9269180,Yung An, Taiwan,"03/06, 00:29",Withnell Bay, Australia,"03/19, 07:51"
9269180,Withnell Bay, Australia,"03/19, 07:51",Yokohama, Japan,"03/29, 00:33"
9269180,Yokohama, Japan,"03/29, 00:33",Darwin, Australia,"04/08, 22:59"
9269180,Darwin, Australia,"04/08, 22:59",Hitachi, Japan,"04/19, 00:33"
9269207,Skikda, Algeria,"04/02, 17:05",La Spezia Anch., Italy,"04/05, 07:06"
9269207,La Spezia Anch., Italy,"04/05, 07:06",La Spezia, Italy,"04/07, 06:21"
9269207,La Spezia, Italy,"04/07, 06:21",La Spezia Anch., Italy,"04/10, 07:05"
9269207,La Spezia Anch., Italy,"04/10, 07:05",Skikda, Algeria,"04/11, 16:52"
9269207,Skikda, Algeria,"04/11, 16:52",Sagunto, Spain,"04/14, 07:26"
9269207,Sagunto, Spain,"04/14, 07:26",Sagunto Anch., Spain,"04/15, 10:09"
9269207,Sagunto Anch., Spain,"04/15, 10:09",Skikda, Algeria,"04/18, 11:22"
9269207,Skikda, Algeria,"04/18, 11:22",La Spezia Anch., Italy,"04/21, 08:05"
9269207,La Spezia Anch., Italy,"04/21, 08:05",La Spezia, Italy,"04/22, 07:09"
9269960,Livorno Anch., Italy,"03/15, 08:59",FSRU Toscana Term., Italy,"03/17, 07:38"
9269960,FSRU Toscana Term., Italy,"03/17, 07:38",Santa Cruz de Tenerife Anch., Spain,"03/23, 06:23"
9269960,Santa Cruz de Tenerife Anch., Spain,"03/23, 06:23",Bonny, Nigeria,"03/31, 02:50"
9269960,Bonny, Nigeria,"03/31, 02:50",Escombreras, Spain,"04/11, 08:25"
9269960,Escombreras, Spain,"04/11, 08:25",Las Palmas (Gr.Canaria) Anch., Spain,"04/15, 13:07"
9271248,Port Said Anch., Egypt,"02/12, 18:07",Singapore Anch. 3, Singapore,"03/06, 03:54"
9271248,Singapore Anch. 3, Singapore,"03/06, 03:54",Ferrol, Spain,"04/12, 04:22"
9274226,Anegasaki, Japan,"02/21, 00:37",Darwin, Australia,"03/10, 14:24"
9274226,Darwin, Australia,"03/10, 14:24",Yokohama, Japan,"03/20, 02:18"
9274226,Yokohama, Japan,"03/20, 02:18",Yokohama, Japan,"03/22, 01:15"
9275074,Maloy, Norway,"04/10, 02:51",Floro, Norway,"04/10, 22:54"
9275074,Floro, Norway,"04/10, 22:54",Kristiansund, Norway,"04/11, 14:08"
9275074,Kristiansund, Norway,"04/11, 14:08",Valsneset, Norway,"04/12, 05:23"
9275074,Valsneset, Norway,"04/12, 05:23",Maloy, Norway,"04/13, 03:31"
9275074,Maloy, Norway,"04/13, 03:31",Sunndalsora, Norway,"04/15, 19:00"
9275074,Sunndalsora, Norway,"04/15, 19:00",Maloy, Norway,"04/16, 20:12"
9275074,Maloy, Norway,"04/16, 20:12",Mosjoen, Norway,"04/19, 05:55"
9275074,Mosjoen, Norway,"04/19, 05:55",Maloy, Norway,"04/20, 20:04"
9275074,Maloy, Norway,"04/20, 20:04",Floro, Norway,"04/21, 20:17"
9275074,Floro, Norway,"04/21, 20:17",Spjelkavik, Norway,"04/22, 07:14"
9275074,Spjelkavik, Norway,"04/22, 07:14",Maloy, Norway,"04/22, 18:42"
9275074,Maloy, Norway,"04/22, 18:42",Valsneset, Norway,"04/24, 15:26"
9275335,Singapore Anch. 1, Singapore,"02/17, 04:47",As Suways (Suez) Anch., Egypt,"03/02, 09:22"
9275335,As Suways (Suez) Anch., Egypt,"03/02, 09:22",Gibraltar West Anch., Gibraltar,"03/09, 07:56"
9275335,Gibraltar West Anch., Gibraltar,"03/09, 07:56",Port Arthur Anch., United States (USA),"03/26, 11:04"
9275335,Port Arthur Anch., United States (USA),"03/26, 11:04",Sabine, United States (USA),"03/27, 19:33"
9275335,Sabine, United States (USA),"03/27, 19:33",Bilbao Anch., Spain,"04/17, 08:42"
9275335,Bilbao Anch., Spain,"04/17, 08:42",Bilbao, Spain,"04/22, 04:32"
9275347,Arzew, Algeria,"04/04, 09:46",Fos sur mer, France,"04/07, 15:58"
9275347,Fos sur mer, France,"04/07, 15:58",Arzew Anch., Algeria,"04/10, 09:10"
9275347,Arzew Anch., Algeria,"04/10, 09:10",Arzew, Algeria,"04/10, 14:23"
9275347,Arzew, Algeria,"04/10, 14:23",Fos sur mer, France,"04/13, 07:06"
9275347,Fos sur mer, France,"04/13, 07:06",Arzew Anch., Algeria,"04/16, 08:41"
9275347,Arzew Anch., Algeria,"04/16, 08:41",Arzew, Algeria,"04/17, 13:34"
9275347,Arzew, Algeria,"04/17, 13:34",Nemrut, Turkey,"04/23, 05:17"
9275359,Corpus Christi Anch., United States (USA),"02/20, 15:29",Port Arthur Anch., United States (USA),"04/02, 17:02"
9275359,Port Arthur Anch., United States (USA),"04/02, 17:02",Sabine, United States (USA),"04/03, 22:19"
9275359,Sabine, United States (USA),"04/03, 22:19",Sergipe Anch., Brazil,"04/22, 09:11"
9276389,Ferrol, Spain,"03/06, 02:42",Ferrol, Spain,"02/15, 13:24"
9276389,Ferrol, Spain,"02/15, 13:24",Ferrol, Spain,"03/06, 02:59"
9276389,Ferrol, Spain,"03/06, 02:59",Mugardos, Spain,"03/31, 11:08"
9276389,Mugardos, Spain,"03/31, 11:08",Las Palmas (Gr.Canaria) Anch., Spain,"04/06, 13:50"
9276389,Las Palmas (Gr.Canaria) Anch., Spain,"04/06, 13:50",La Brea (Brighton) Anch., Trinidad & Tobago,"04/15, 02:27"
9276389,La Brea (Brighton) Anch., Trinidad & Tobago,"04/15, 02:27",Experience FPSO, Brazil,"04/23, 11:29"
9277620,Sakai, Japan,"02/24, 00:53",Kagoshima, Japan,"02/28, 23:24"
9277620,Kagoshima, Japan,"02/28, 23:24",Prigorodnoye, Russia,"03/20, 06:32"
9277620,Prigorodnoye, Russia,"03/20, 06:32",Sakai, Japan,"03/26, 01:01"
9277620,Sakai, Japan,"03/26, 01:01",Withnell Bay, Australia,"04/09, 03:49"
9284192,Fos sur mer, France,"03/01, 02:47",Fos-sur-Mer Anch., France,"03/02, 05:44"
9284192,Fos-sur-Mer Anch., France,"03/02, 05:44",Algeciras Anch., Spain,"03/06, 09:38"
9284192,Algeciras Anch., Spain,"03/06, 09:38",Arzew, Algeria,"03/22, 14:56"
9284192,Arzew, Algeria,"03/22, 14:56",Arzew Anch., Algeria,"03/24, 10:46"
9285952,Ras Laffan, Qatar,"03/31, 08:21",Ras Laffan Anch., Qatar,"04/01, 11:27"
9285952,Ras Laffan Anch., Qatar,"04/01, 11:27",Port Qasim Anch., Pakistan,"04/05, 00:10"
9285952,Port Qasim Anch., Pakistan,"04/05, 00:10",Port Qasim, Pakistan,"04/05, 10:25"
9285952,Port Qasim, Pakistan,"04/05, 10:25",Ras Laffan Anch., Qatar,"04/09, 14:33"
9285952,Ras Laffan Anch., Qatar,"04/09, 14:33",Ras Laffan, Qatar,"04/13, 19:22"
9285952,Ras Laffan, Qatar,"04/13, 19:22",As Suways (Suez) Anch., Egypt,"04/23, 12:59"
9293832,Niigata, Japan,"02/19, 01:03",Toyamashinko, Japan,"03/17, 00:15"
9293832,Toyamashinko, Japan,"03/17, 00:15","Bintulu,Sarawak", Malaysia,"04/03, 23:29"
9293832,"Bintulu,Sarawak", Malaysia,"04/03, 23:29",Tieshan, China,"04/09, 04:29"
9293844,Shimizu, Japan,"02/25, 04:53","Bintulu,Sarawak", Malaysia,"02/17, 10:48"
9293844,"Bintulu,Sarawak", Malaysia,"02/17, 10:48",Shimizu, Japan,"02/24, 02:12"
9293844,Shimizu, Japan,"02/24, 02:12",Anegasaki, Japan,"03/11, 04:18"
9293844,Anegasaki, Japan,"03/11, 04:18",Singapore Anch. 1, Singapore,"03/20, 06:34"
9293844,Singapore Anch. 1, Singapore,"03/20, 06:34",Singapore, Singapore,"03/22, 02:39"
9294264,Mina al Fahl Anch., Oman,"02/21, 07:21",Mina al Fahl Anch., Oman,"02/12, 06:24"
9294264,Mina al Fahl Anch., Oman,"02/12, 06:24",Al Fujayrah Anch., United Arab Emirates (UAE),"03/07, 04:18"
9298399,As Suways (Suez) Anch., Egypt,"03/19, 14:54",As Suways (Suez) Anch., Egypt,"03/20, 06:02"
9298399,As Suways (Suez) Anch., Egypt,"03/20, 06:02",Adriatic LNG LNG Term., Italy,"03/24, 18:37"
9298399,Adriatic LNG LNG Term., Italy,"03/24, 18:37",Chioggia Anch., Italy,"03/25, 20:38"
9298399,Chioggia Anch., Italy,"03/25, 20:38",Port Said Anch., Egypt,"04/10, 18:15"
9298399,Port Said Anch., Egypt,"04/10, 18:15",Ras Laffan Anch., Qatar,"04/24, 08:12"
9300817,Anjeong, Korea,"02/16, 23:51",Anjeong, Korea,"03/21, 03:59"
9300817,Anjeong, Korea,"03/21, 03:59",Tieshan, China,"04/20, 04:27"
9302499,Ras Laffan Anch., Qatar,"02/27, 03:25",As Suways (Suez) Anch., Egypt,"03/08, 11:50"
9302499,As Suways (Suez) Anch., Egypt,"03/08, 11:50",Adriatic LNG LNG Term., Italy,"03/13, 08:27"
9302499,Adriatic LNG LNG Term., Italy,"03/13, 08:27",Port Said Anch., Egypt,"03/17, 12:46"
9302499,Port Said Anch., Egypt,"03/17, 12:46",Ras Laffan Anch., Qatar,"03/25, 12:31"
9302499,Ras Laffan Anch., Qatar,"03/25, 12:31",Ras Laffan, Qatar,"04/24, 15:48"
9303560,Manila Anch., Philippines,"02/19, 10:15",Manila Anch., Philippines,"02/17, 16:00"
9303560,Manila Anch., Philippines,"02/17, 16:00",Dampier Anch., Australia,"02/27, 07:51"
9303560,Dampier Anch., Australia,"02/27, 07:51",Barrow Island, Australia,"03/07, 01:25"
9303560,Barrow Island, Australia,"03/07, 01:25",Yung An, Taiwan,"03/18, 23:47"
9303560,Yung An, Taiwan,"03/18, 23:47",Dampier Anch., Australia,"03/30, 00:05"
9305116,Singapore Anch. 1, Singapore,"03/11, 02:26",Xiuyu, China,"03/25, 07:49"
9305116,Xiuyu, China,"03/25, 07:49",Tangguh Anch., Indonesia,"04/03, 22:58"
9305116,Tangguh Anch., Indonesia,"04/03, 22:58",Tangguh Anch., Indonesia,"04/08, 04:36"
9305116,Tangguh Anch., Indonesia,"04/08, 04:36",Tangguh, Indonesia,"04/09, 18:34"
9305116,Tangguh, Indonesia,"04/09, 18:34",Xiuyu, China,"04/20, 03:12"
9305128,Singapore Anch. 1, Singapore,"03/04, 04:42",Xiuyu, China,"03/22, 03:45"
9305128,Xiuyu, China,"03/22, 03:45",Tangguh Anch., Indonesia,"03/29, 22:00"
9305128,Tangguh Anch., Indonesia,"03/29, 22:00",Tangguh, Indonesia,"04/04, 06:55"
9305128,Tangguh, Indonesia,"04/04, 06:55",Xiuyu, China,"04/12, 22:58"
9306495,Lake Charles, United States (USA),"03/04, 16:36",Lake Charles, United States (USA),"03/20, 15:20"
9306495,Lake Charles, United States (USA),"03/20, 15:20",Cameron, United States (USA),"03/21, 14:42"
9306495,Cameron, United States (USA),"03/21, 14:42",Fort de France Anch., Martinique,"03/30, 00:42"
9306495,Fort de France Anch., Martinique,"03/30, 00:42",Fort de France Anch., Martinique,"04/08, 14:27"
9306495,Fort de France Anch., Martinique,"04/08, 14:27",Kingston Anch., Jamaica,"04/18, 13:57"
9307176,Ras Laffan Anch., Qatar,"03/08, 14:14",Ras Laffan, Qatar,"03/18, 04:45"
9307176,Ras Laffan, Qatar,"03/18, 04:45",Taichung, Taiwan,"04/05, 21:36"
9307176,Taichung, Taiwan,"04/05, 21:36",Singapore Anch. 1, Singapore,"04/10, 17:07"
9307188,Manila Anch., Philippines,"02/13, 18:26",Singapore Anch. 5, Singapore,"03/18, 01:34"
9307188,Singapore Anch. 5, Singapore,"03/18, 01:34","Pasir Gudang,Johor", Malaysia,"03/18, 09:26"
9307188,"Pasir Gudang,Johor", Malaysia,"03/18, 09:26",Singapore, Singapore,"03/18, 10:57"
9307188,Singapore, Singapore,"03/18, 10:57",Singapore, Singapore,"04/08, 00:31"
