Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Date scraping,Date position
AL DEEBEL,9307176,308031000,Bahamas,283,43,95824,78594,RAS LAFFAN,"Mar 8, 08:00",10.0,25.93404 N/51.60764 E,99.0°, 0.0 kn,2021-03-19,"Mar 19, 2021 20:32 UTC"
PUTERI MUTIARA SATU,9261205,533920000,Malaysia,276,43,94446,76229,MY BTU,"Mar 12, 01:00",9.1,37.32738 N/126.52934 E,85.4°, 7.5 kn,2021-03-19,"Feb 21, 2021 03:14 UTC"
GASLOG WALES,9853137,310786000,Bermuda,297,47,120859,98000,FOR ORDERS,"Apr 1, 06:00",11.7,26.2815 N/79.25521 W,66.3°, 15.1 kn,2021-03-19,"Mar 16, 2021 16:18 UTC"
LNGSHIP MANHATTAN,9872901,215755000,Malta,-,-,114000,93200,HHI-3039 SEA TRIAL,"Mar 8, 09:00",,35.51208 N/129.43338 E,18.5°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
GOLAR ARCTIC,9253105,538002656,Marshall Islands,280,43,94934,74894,-,-,9.4,1.36693 N/104.41162 E,47.5°, 11.4 kn,2021-03-19,"Mar 15, 2021 07:54 UTC"
SERI ALAM,9293832,533925000,Malaysia,283,43,95729,83482,MYBTU,"Mar 31, 00:00",9.5,22.06489 N/122.11719 E,205.7°, 11.5 kn,2021-03-19,"Feb 25, 2021 04:22 UTC"
ENERGY INNOVATOR,9758832,431048000,Japan,300,49,121981,88668,US COVE POINT,"Mar 31, 00:01",9.8,48.92697 N/7.84422 W,243.2°, 18.6 kn,2021-03-19,"Mar 18, 2021 06:27 UTC"
DOHA,9085637,431213000,Japan,298,46,111184,72337,JP HIM,"Mar 20, 22:00",11.0,1.37768 N/104.44984 E,51.0°, 16.2 kn,2021-03-19,"Mar 10, 2021 07:03 UTC"
NIZWA LNG,9294264,371381000,Panama,290,49,118608,77252,PSQ OMAN,"Mar 20, 08:00",9.9,20.77256 N/68.36341 E,288.1°, 15.1 kn,2021-03-19,"Mar 18, 2021 09:03 UTC"
7413232,Not in Service since 2020,538001390,LNG Tanker,72650,285,,95084,-,-,6.6,21.7907 N/72.14358 E,100.1°, 0.0 kn,2021-03-19,"Jun 8, 2020 13:28 UTC"
MARAN GAS ALEXANDRIA,9650054,241353000,Greece,289,46,105773,90494,ATLANTIC OCEAN,"Mar 21, 04:00",10.7,46.34003 N/17.23355 W,70.0°, 14.6 kn,2021-03-19,"Mar 18, 2021 18:25 UTC"
LNG ROSENROT,9877133,538008979,Marshall Islands,298,48,119891,99000,FREEPORT USA.,"Apr 1, 06:00",9.7,49.90863 N/3.51388 W,249.2°, 14.4 kn,2021-03-19,"Mar 19, 2021 21:15 UTC"
LNG AQUARIUS,7390181,525001084,Indonesia,285,44,95084,72622,ID TPP,"Mar 14, 03:00",10.9,5.9848 S/106.90333 E,152.0°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
BONITO LNG,9845788,215532000,Malta,299,46,116542,93200,-,"Mar 24, 07:00",11.6,28.64169 N/93.25752 W,143.2°, 17.5 kn,2021-03-19,"Mar 19, 2021 13:50 UTC"
ARISTIDIS I,9862906,215669000,Malta,299,46,116581,92789,USFPO,"Mar 20, 13:00",9.4,26.32273 N/91.83583 W,302.4°, 16.8 kn,2021-03-19,"Mar 19, 2021 21:05 UTC"
SOLARIS,9634098,310679000,Bermuda,285,43,98075,81853,-,-,11.2,31.65633 N/80.19675 W,120.9°, 17.3 kn,2021-03-19,"Mar 9, 2021 15:13 UTC"
FLEX VIGILANT,9862475,538009179,Marshall Islands,-,-,112000,81950,HSHI 8013 GAS TRIAL,"Mar 15, 09:00",9.0,34.17289 N/125.12932 E,216.1°, 1.3 kn,2021-03-19,"Mar 8, 2021 20:11 UTC"
AL WAKRAH,9086746,431061000,Japan,298,46,111124,72453,>QA RLF,"Mar 20, 07:00",9.1,26.36023 N/54.28923 E,267.7°, 15.9 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
KUMUL,9613161,477588600,Hong Kong,290,47,114166,96311,PG POM>KR YOS,"Mar 18, 22:00",11.5,35.16188 N/120.90902 E,93.6°, 15.3 kn,2021-03-19,"Feb 21, 2021 09:31 UTC"
HL MUSCAT,9155078,441229000,Korea,280,43,93765,75463,OMQAL->KRPTK,"Mar 19, 21:00",11.6,37.1079 N/126.35165 E,39.4°, 13.2 kn,2021-03-19,"Mar 19, 2021 21:12 UTC"
LNG JUNO,9774628,311000583,Bahamas,298,49,149367,97917,PA CTB,"Mar 21, 11:00",11.8,25.8529 N/90.96763 W,118.5°, 13.3 kn,2021-03-19,"Mar 18, 2021 00:12 UTC"
METHANE NILE EAGLE,9321770,310551000,Bermuda,283,43,95753,79006,EUROPEAN REGION,"Mar 24, 04:00",9.5,36.03233 N/23.13056 E,242.0°, 11.3 kn,2021-03-19,"Mar 19, 2021 09:31 UTC"
BROOG,9085651,431870000,Japan,298,46,111123,72339,JP SGM,"Mar 28, 00:30",11.0,1.41636 N/104.48337 E,49.0°, 15.1 kn,2021-03-19,"Mar 19, 2021 03:06 UTC"
BRITISH SPONSOR,9766580,232006295,Isle of Man,295,46,115366,94360,IL HAD,"Mar 17, 04:00",11.0,32.42204 N/34.78769 E,16.6°, 1.2 kn,2021-03-19,"Mar 19, 2021 14:16 UTC"
